# Generated by QuTiP: 501x4 real matrix in decimal format [',' separated values].
0.0000000000,0.0000000000,0.0000000000,0.0000000000
10.2000000000,0.9879796884,0.9727807893,1.0670501880
20.4000000000,1.0003273379,0.9992987225,1.0000867891
30.6000000000,1.0000301351,0.9972035861,0.9997180014
40.8000000000,1.0010792053,1.0168988787,1.0005617386
51.0000000000,1.0006240286,0.9888332812,1.0030176589
61.2000000000,0.9964130054,1.0001838047,1.0001078340
71.4000000000,1.0001019725,1.0006570341,0.9953372261
81.6000000000,1.0001420587,0.9878067732,0.9965206820
91.8000000000,0.9998983644,0.9999327478,1.0034700373
102.0000000000,0.9855776465,0.9979948424,1.0064658782
112.2000000000,0.9777360764,0.9987704044,1.0019548604
122.4000000000,1.0018055961,0.9994831677,1.0002533789
132.6000000000,1.0002095979,0.9982913508,0.9999797336
142.8000000000,1.0005881508,1.0118782602,0.9852085914
153.0000000000,0.9995349681,0.9997246615,1.0011066973
163.2000000000,0.9911034113,0.9998592463,0.9973250214
173.4000000000,0.9965504335,0.9980518961,1.0042742063
183.6000000000,1.0001440133,0.9956903848,0.9983535608
193.8000000000,0.9994376050,1.0003631715,1.0005580329
204.0000000000,0.9996029009,1.0082182533,0.9988006797
214.2000000000,0.9991848529,1.0003471583,0.9997772205
224.4000000000,1.0159278775,0.9903066657,1.0003936721
234.6000000000,0.9980080503,0.9952695467,0.9986395359
244.8000000000,0.9990819392,1.0035288635,0.9977348784
255.0000000000,1.0012913530,1.0021640016,0.9987413311
265.2000000000,1.0004918456,0.9980989603,1.0004602266
275.4000000000,0.9930807011,0.9999801542,1.0009195939
285.6000000000,0.9976612794,0.9996649640,0.9995033611
295.8000000000,1.0032273176,0.9989714777,1.0010724490
306.0000000000,0.9997186151,0.9997672227,1.0022115343
316.2000000000,0.9994142120,0.9992653132,1.0003823077
326.4000000000,0.9940875551,0.9998244645,1.0001789080
336.6000000000,0.9996243286,0.9995365429,0.9999694251
346.8000000000,1.0023278281,1.0073782300,1.0000100969
357.0000000000,0.9997293172,1.0019453429,1.0007096500
367.2000000000,1.0010703696,1.0006069049,1.0001711464
377.4000000000,0.9980772004,0.9993969665,0.9971122388
387.6000000000,1.0007603112,1.0005423611,0.9995206946
397.8000000000,0.9998003676,1.0031569434,1.0000344006
408.0000000000,1.0042580611,1.0007855766,0.9990670082
418.2000000000,1.0019780698,0.9994787983,1.0002482036
428.4000000000,1.0183847441,1.0032932207,0.9996116017
438.6000000000,1.0112774750,1.0025157841,1.0003954695
448.8000000000,1.0010846638,1.0163559579,0.9999549169
459.0000000000,1.0004845825,1.0017271672,1.0027792700
469.2000000000,0.9994562868,1.0064442412,1.0003077332
479.4000000000,1.0033017213,1.0000473759,0.9999710871
489.6000000000,1.0569112344,1.0007110892,0.9976086102
499.8000000000,1.0004555827,1.0002070184,1.0000315902
510.0000000000,0.9908490037,1.0051294425,1.0017370252
520.2000000000,0.9785190535,1.0008179295,1.0008003868
530.4000000000,1.0000054624,0.9998997084,0.9995259006
540.6000000000,0.9988743255,0.9982713468,0.9993133820
550.8000000000,1.0009154704,1.0004778006,1.0015240916
561.0000000000,1.0010634426,0.9999254702,0.9999346970
571.2000000000,0.9977046343,0.9998023911,0.9999299212
581.4000000000,1.0183790990,0.9997660676,0.9993091533
591.6000000000,1.0006245277,0.9945832521,0.9999285043
601.8000000000,0.9470677772,1.0027994368,0.9999826050
612.0000000000,1.0007605111,1.0024795927,1.0002171208
622.2000000000,1.0007456169,1.0011860829,1.0001678927
632.4000000000,1.0009482109,1.0004103239,1.0001237767
642.6000000000,1.0001347812,0.7869249676,1.0030435321
652.8000000000,1.0006301646,1.0082777692,0.9996273484
663.0000000000,0.9996490050,1.0009542300,0.9998894388
673.2000000000,0.9989812941,0.9849016483,0.9996385811
683.4000000000,0.9989879429,0.9873457428,0.9997281563
693.6000000000,1.0001611537,0.9922103452,1.0004761428
703.8000000000,0.9977684997,1.0000915352,0.9981074806
714.0000000000,1.0050157192,1.0006865135,0.9996465143
724.2000000000,1.0033488121,1.0130095595,0.9992137749
734.4000000000,0.9996589402,0.9970917217,0.9998429416
744.6000000000,0.9985695121,0.9998332940,0.9999810652
