# Generated by QuTiP: 301x2 real matrix in decimal format [',' separated values].
-5.0000000000,0.0109127595
-4.9666666667,0.0110730740
-4.9333333333,0.0112370372
-4.9000000000,0.0114047631
-4.8666666667,0.0115763701
-4.8333333333,0.0117519813
-4.8000000000,0.0119317248
-4.7666666667,0.0121157341
-4.7333333333,0.0123041481
-4.7000000000,0.0124971114
-4.6666666667,0.0126947747
-4.6333333333,0.0128972952
-4.6000000000,0.0131048366
-4.5666666667,0.0133175699
-4.5333333333,0.0135356733
-4.5000000000,0.0137593330
-4.4666666667,0.0139887432
-4.4333333333,0.0142241071
-4.4000000000,0.0144656366
-4.3666666667,0.0147135537
-4.3333333333,0.0149680902
-4.3000000000,0.0152294889
-4.2666666667,0.0154980037
-4.2333333333,0.0157739006
-4.2000000000,0.0160574581
-4.1666666667,0.0163489684
-4.1333333333,0.0166487375
-4.1000000000,0.0169570864
-4.0666666667,0.0172743521
-4.0333333333,0.0176008882
-4.0000000000,0.0179370662
-3.9666666667,0.0182832764
-3.9333333333,0.0186399289
-3.9000000000,0.0190074553
-3.8666666667,0.0193863093
-3.8333333333,0.0197769687
-3.8000000000,0.0201799366
-3.7666666667,0.0205957430
-3.7333333333,0.0210249464
-3.7000000000,0.0214681357
-3.6666666667,0.0219259324
-3.6333333333,0.0223989920
-3.6000000000,0.0228880068
-3.5666666667,0.0233937079
-3.5333333333,0.0239168679
-3.5000000000,0.0244583035
-3.4666666667,0.0250188782
-3.4333333333,0.0255995056
-3.4000000000,0.0262011523
-3.3666666667,0.0268248417
-3.3333333333,0.0274716571
-3.3000000000,0.0281427462
-3.2666666667,0.0288393246
-3.2333333333,0.0295626803
-3.2000000000,0.0303141780
-3.1666666667,0.0310952642
-3.1333333333,0.0319074715
-3.1000000000,0.0327524242
-3.0666666667,0.0336318427
-3.0333333333,0.0345475495
-3.0000000000,0.0355014739
-2.9666666667,0.0364956574
-2.9333333333,0.0375322584
-2.9000000000,0.0386135571
-2.8666666667,0.0397419593
-2.8333333333,0.0409199999
-2.8000000000,0.0421503451
-2.7666666667,0.0434357931
-2.7333333333,0.0447792733
-2.7000000000,0.0461838429
-2.6666666667,0.0476526802
-2.6333333333,0.0491890746
-2.6000000000,0.0507964114
-2.5666666667,0.0524781511
-2.5333333333,0.0542378016
-2.5000000000,0.0560788817
-2.4666666667,0.0580048746
-2.4333333333,0.0600191704
-2.4000000000,0.0621249936
-2.3666666667,0.0643253175
-2.3333333333,0.0666227595
-2.3000000000,0.0690194605
-2.2666666667,0.0715169453
-2.2333333333,0.0741159647
-2.2000000000,0.0768163234
-2.1666666667,0.0796166963
-2.1333333333,0.0825144415
-2.1000000000,0.0855054210
-2.0666666667,0.0885838427
-2.0333333333,0.0917421449
-2.0000000000,0.0949709446
-1.9666666667,0.0982590764
-1.9333333333,0.1015937493
-1.9000000000,0.1049608440
-1.8666666667,0.1083453692
-1.8333333333,0.1117320800
-1.8000000000,0.1151062441
-1.7666666667,0.1184545187
-1.7333333333,0.1217658767
-1.7000000000,0.1250324961
-1.6666666667,0.1282505146
-1.6333333333,0.1314205449
-1.6000000000,0.1345478621
-1.5666666667,0.1376422020
-1.5333333333,0.1407171576
-1.5000000000,0.1437892133
-1.4666666667,0.1468765159
-1.4333333333,0.1499975379
-1.4000000000,0.1531698257
-1.3666666667,0.1564090522
-1.3333333333,0.1597285873
-1.3000000000,0.1631397637
-1.2666666667,0.1666529387
-1.2333333333,0.1702793389
-1.2000000000,0.1740335387
-1.1666666667,0.1779362877
-1.1333333333,0.1820173281
-1.1000000000,0.1863178534
-1.0666666667,0.1908923922
-1.0333333333,0.1958101159
-1.0000000000,0.2011557941
-0.9666666667,0.2070307565
-0.9333333333,0.2135541917
-0.9000000000,0.2208649173
-0.8666666667,0.2291234470
-0.8333333333,0.2385138847
-0.8000000000,0.2492449624
-0.7666666667,0.2615494581
-0.7333333333,0.2756812452
-0.7000000000,0.2919093199
-0.6666666667,0.3105083261
-0.6333333333,0.3317453988
-0.6000000000,0.3558636079
-0.5666666667,0.3830628584
-0.5333333333,0.4134796195
-0.5000000000,0.4471670571
-0.4666666667,0.4840767939
-0.4333333333,0.5240425814
-0.4000000000,0.5667649825
-0.3666666667,0.6117954955
-0.3333333333,0.6585193758
-0.3000000000,0.7061394029
-0.2666666667,0.7536675986
-0.2333333333,0.7999363012
-0.2000000000,0.8436402765
-0.1666666667,0.8834143422
-0.1333333333,0.9179369374
-0.1000000000,0.9460361934
-0.0666666667,0.9667713585
-0.0333333333,0.9794736426
0.0000000000,0.9837505536
0.0333333333,0.9794736426
