# Generated by QuTiP: 301x2 real matrix in decimal format [',' separated values].
-5.0000000000,0.2990959998
-4.9666666667,0.3050015839
-4.9333333333,0.2783217531
-4.9000000000,0.2626997837
-4.8666666667,0.2509999085
-4.8333333333,0.2515760310
-4.8000000000,0.2083665639
-4.7666666667,0.2246046164
-4.7333333333,0.2008851390
-4.7000000000,0.1985415667
-4.6666666667,0.1757970871
-4.6333333333,0.1704271060
-4.6000000000,0.1841601126
-4.5666666667,0.1496587752
-4.5333333333,0.1209741760
-4.5000000000,0.1396958429
-4.4666666667,0.1281420666
-4.4333333333,0.1185607574
-4.4000000000,0.1012157236
-4.3666666667,0.0874967247
-4.3333333333,0.0954320793
-4.3000000000,0.0743045918
-4.2666666667,0.0806539894
-4.2333333333,0.0851024455
-4.2000000000,0.0846591992
-4.1666666667,0.0697189602
-4.1333333333,0.0685277074
-4.1000000000,0.0597757166
-4.0666666667,0.0705124357
-4.0333333333,0.0565282141
-4.0000000000,0.0763954076
-3.9666666667,0.0467507772
-3.9333333333,0.0569095849
-3.9000000000,0.0476079538
-3.8666666667,0.0398387246
-3.8333333333,0.0408358899
-3.8000000000,0.0356527862
-3.7666666667,0.0371317657
-3.7333333333,0.0384006176
-3.7000000000,0.0419003939
-3.6666666667,0.0389253618
-3.6333333333,0.0404014022
-3.6000000000,0.0313585870
-3.5666666667,0.0356889612
-3.5333333333,0.0321059535
-3.5000000000,0.0414176235
-3.4666666667,0.0258427450
-3.4333333333,0.0329157603
-3.4000000000,0.0254916494
-3.3666666667,0.0267236927
-3.3333333333,0.0318656743
-3.3000000000,0.0238430788
-3.2666666667,0.0161733627
-3.2333333333,0.0173206880
-3.2000000000,0.0182135117
-3.1666666667,0.0234763284
-3.1333333333,0.0182084397
-3.1000000000,0.0192763072
-3.0666666667,0.0223712363
-3.0333333333,0.0229845663
-3.0000000000,0.0214995528
-2.9666666667,0.0155646266
-2.9333333333,0.0183797120
-2.9000000000,0.0156174899
-2.8666666667,0.0166986432
-2.8333333333,0.0121256292
-2.8000000000,0.0139349568
-2.7666666667,0.0184841468
-2.7333333333,0.0119812114
-2.7000000000,0.0173345289
