# Generated by QuTiP: 301x2 real matrix in decimal format [',' separated values].
0.7666666667,0.0545187416
0.8000000000,0.0531424072
0.8333333333,0.0522308704
0.8666666667,0.0514608723
0.9000000000,0.0516239935
0.9333333333,0.0528863548
0.9666666667,0.0534888014
1.0000000000,0.0546735967
1.0333333333,0.0552620393
1.0666666667,0.0580032078
1.1000000000,0.0592591627
1.1333333333,0.0625862214
1.1666666667,0.0650482260
1.2000000000,0.0678588035
1.2333333333,0.0710358641
1.2666666667,0.0749828073
1.3000000000,0.0786408703
1.3333333333,0.0822411934
1.3666666667,0.0865545645
1.4000000000,0.0909152063
1.4333333333,0.0948987627
1.4666666667,0.0998024453
1.5000000000,0.1044736441
1.5333333333,0.1094964192
1.5666666667,0.1143857039
1.6000000000,0.1184710427
1.6333333333,0.1234007847
1.6666666667,0.1293755266
1.7000000000,0.1344787039
1.7333333333,0.1395908593
1.7666666667,0.1450637216
1.8000000000,0.1517670147
1.8333333333,0.1579703693
1.8666666667,0.1646113239
1.9000000000,0.1718832863
1.9333333333,0.1789547046
1.9666666667,0.1860984641
2.0000000000,0.1935714856
2.0333333333,0.2010294938
2.0666666667,0.2078464581
2.1000000000,0.2140355530
2.1333333333,0.2200868017
2.1666666667,0.2249068445
2.2000000000,0.2290259038
2.2333333333,0.2302769989
2.2666666667,0.2327097129
2.3000000000,0.2322932949
2.3333333333,0.2302804325
2.3666666667,0.2272162263
2.4000000000,0.2231595762
2.4333333333,0.2177419855
2.4666666667,0.2109880532
2.5000000000,0.2040560130
2.5333333333,0.1959901496
2.5666666667,0.1883574782
2.6000000000,0.1801811726
2.6333333333,0.1723367713
2.6666666667,0.1642306290
2.7000000000,0.1555915823
2.7333333333,0.1482304370
2.7666666667,0.1410035415
2.8000000000,0.1336330899
2.8333333333,0.1266789241
2.8666666667,0.1200260456
2.9000000000,0.1141434922
2.9333333333,0.1086438766
2.9666666667,0.1029548323
3.0000000000,0.0980117481
3.0333333333,0.0932407794
3.0666666667,0.0886428332
3.1000000000,0.0847218145
3.1333333333,0.0805995841
3.1666666667,0.0772928150
3.2000000000,0.0736652879
3.2333333333,0.0702449921
3.2666666667,0.0674784374
3.3000000000,0.0643906222
3.3333333333,0.0617905731
3.3666666667,0.0591928220
3.4000000000,0.0567109293
3.4333333333,0.0545052293
3.4666666667,0.0523489805
3.5000000000,0.0506565526
3.5333333333,0.0484928731
3.5666666667,0.0471187472
3.6000000000,0.0451215236
3.6333333333,0.0438321936
3.6666666667,0.0421626511
3.7000000000,0.0408991413
3.7333333333,0.0395451569
3.7666666667,0.0381850937
3.8000000000,0.0369903990
3.8333333333,0.0358020731
3.8666666667,0.0345209269
3.9000000000,0.0335789906
3.9333333333,0.0326046026
3.9666666667,0.0314833644
4.0000000000,0.0307358647
4.0333333333,0.0298248549
4.0666666667,0.0289638366
4.1000000000,0.0282595020
4.1333333333,0.0272980128
4.1666666667,0.0267594859
4.2000000000,0.0259416830
4.2333333333,0.0252174573
