mean_photons,prob_state_0,prob_state_1,prob_state_2,prob_state_3,prob_state_4,prob_state_5,prob_state_6,prob_state_7,prob_state_8,prob_state_9,prob_state_10,prob_state_11,prob_state_12,prob_state_13,prob_state_14,prob_state_15,prob_state_16,prob_state_17,prob_state_18,prob_state_19,prob_state_20,prob_state_21,prob_state_22,prob_state_23,prob_state_24,prob_state_25,prob_state_26,prob_state_27,prob_state_28,prob_state_29,prob_state_30,prob_state_31
2.9999999999999996,1.5718999149844557e-09,1.968115776740741e-09,2.982504771113199e-09,1.6431204312132203e-09,1.397865225789617e-09,3.885018919247001e-09,4.12517145590927e-09,1.0841734199608993e-08,8.117423185918484e-10,1.2015087762365332e-08,4.511298108797367e-09,4.337931787166053e-09,1.4203516365589173e-09,1.5453708310559864e-09,3.151626534300312e-09,2.127129409574608e-09,1.5884149568943267e-09,1.2366875011952766e-09,1.0340670020516044e-09,2.571568774865826e-09,4.684586039175892e-09,2.9103088483755063e-09,8.679035158377913e-09,1.4022384216432585e-08,0.9999998284531708,1.211314771050177e-08,7.688856690363204e-09,2.8665757305189583e-09,4.4900223392787455e-09,2.3636114775925e-09,1.1412565821976879e-09,1.356065747139715e-09
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
2.9999999999999996,5.824392850242304e-10,7.332149595329202e-10,1.1126166151609027e-09,6.040975559812734e-10,4.941838089986793e-10,1.427231780154656e-09,1.4767540821703193e-09,3.822222449296909e-09,2.774818891122587e-10,4.119835783802151e-09,1.4936583927098948e-09,1.413852588459302e-09,4.6246004069757443e-10,4.825981069117578e-10,1.00315944427993e-09,6.717029481888247e-10,4.94745937122782e-10,3.8236354969498817e-10,3.333193908302445e-10,8.203058772291587e-10,1.518809484193719e-09,9.33093298075611e-10,2.8865514907033533e-09,4.819530893617717e-09,0.9999999405111702,4.280423264498726e-09,2.7895731102619957e-09,1.0497568183062644e-09,1.6615272678382044e-09,8.78380184983329e-10,4.01675170790746e-10,4.96870591246218e-10
